Tweets,Hashtags,Retweets,word_count,Compound Score,Sentiment
"This Native American Heritage Day, we give thanks to our Indigenous communities and their ancestors. As we celebrat… https://t.co/G6NrhjAxZC",[],21640,19,0.4404,Positive
Millions of front line workers — like the firefighters and nurses I called today — worked away from their families… https://t.co/aWUTTV6wyU,[],13618,21,0.3612,Positive
Jill and I were honored today to talk to some of the heroes on the front lines of this crisis. We’re thankful today… https://t.co/N4kIhUhmjG,[],7948,24,0.7118,Positive
Thanksgiving has always been a special time for the Biden family. And while I know this isn’t the way many of us ho… https://t.co/zxbHyqhB7t,[],29524,24,0.4019,Positive
This Thanksgiving — and in anticipation of all the Thanksgivings to come — let us dream again. Let us commit oursel… https://t.co/mYdissInnw,[],7212,22,0.5574,Positive
RT @KamalaHarris: Food banks across our nation are struggling to keep up with the demand due to COVID-19. Know that when @JoeBiden and I ar…,[],4326,25,-0.5106,Negative
"Don’t let yourself surrender to the fatigue.

America is not going to lose the war against this virus. 

We’ll get… https://t.co/70l9nMExI4",[],14265,21,-0.5635,Negative
For those who have lost loved ones — I know this time of year is especially difficult. I will be thinking and prayi… https://t.co/vJwaYYACoE,[],8893,24,-0.0498,Neutral
We need to remember: We’re at war with a virus — not with each other.,[],60097,15,-0.5994,Negative
Tune in as I deliver a Thanksgiving address on the shared sacrifices Americans are making this holiday season and h… https://t.co/rojKQWmVpH,[],4727,21,0.6731,Positive
"Today, on the International Day for the Elimination of Violence Against Women, I reaffirm my commitment to ending t… https://t.co/QprYBfh80k",[],4063,20,-0.3612,Negative
"The COVID-19 pandemic has made matters worse, creating a “shadow pandemic” for many women and girls who are largely… https://t.co/ddWdBhCspO",[],3584,20,-0.2023,Negative
"As many as 1 in 3 women is the victim of gender-based violence at some point in her life, and that rate is even hig… https://t.co/yoZSqF6sg8",[],11070,26,-0.7351,Negative
The challenge before us right now is immense — we need bold action to fight this pandemic. That’s why @KamalaHarris… https://t.co/T1JbtNLpP4,[],10395,21,0.0772,Positive
"I believe America is strongest when we work with our allies.

It's how we keep this country safe, counter terrorism… https://t.co/9RcbzvuEDg",[],11244,21,0.7003,Positive
"While this team has unmatched experience and accomplishments, they also reflect the idea that we cannot meet the ch… https://t.co/5EkbfYz4Pt",[],3932,20,-0.0772,Negative
"I’ve long said that America leads not by the example of our power, but by the power of our example.

I am proud to… https://t.co/ChLOCoNRIq",[],7006,25,0.631,Positive
Let’s begin the work to heal and unite America and the world.,[],24543,12,0.0,Neutral
"This team is ready to lead the world, not retreat from it.

Ready to confront our adversaries, not reject our allie… https://t.co/1MLjVReAA5",[],6859,22,0.4526,Positive
"Despite overt political pressure from the president, over the last 24 hours, MI, PA, and NV certified their results… https://t.co/sLntpJsxLw",[],8149,20,0.2235,Positive
America is back.,[],100968,3,0.0,Neutral
We have no time to lose when it comes to our national security and foreign policy — I need a team that’s ready on d… https://t.co/KRef6rPuL2,[],4899,26,0.0,Neutral
"The election is over.

It’s time to put aside the partisanship and the rhetoric designed to demonize one another.

We have to come together.",[],35674,24,0.0,Neutral
https://t.co/6aIgLN2bMk,[],20910,1,0.0,Neutral
Vice President-elect @KamalaHarris and I spent the afternoon meeting with a bipartisan group of mayors. It was just… https://t.co/Zb31D0QS08,[],5777,19,0.0,Neutral
"Today, I’m announcing the first members of my national security and foreign policy team. They will rally the world… https://t.co/bAisIQk5P6",[],19653,20,0.34,Positive
"RT @Transition46: Under the Biden-Harris administration, American national security and foreign policy will be led by experienced professio…",[],7142,18,0.34,Positive
"I pledge to be a president who seeks not to divide, but to unify.

Who doesn’t see red and blue states, but a Unite… https://t.co/kcENBraxcZ",[],27162,25,0.0,Neutral
Anyone who wants a COVID-19 test should be able to get one. Period.,[],56280,13,0.0,Neutral
"This afternoon, @KamalaHarris and I met with @SpeakerPelosi and @SenSchumer to discuss how we’ll get this virus und… https://t.co/Le9O9GXCrH",[],12585,19,0.0,Neutral
"Here's the deal: Because President Trump refuses to concede and is delaying the transition, we have to fund it ours… https://t.co/Ug7Mqv4G4I",[],17720,21,0.0,Neutral
Tune in as my team provides an update on the Trump Administration’s efforts to delay ascertainment and how we are m… https://t.co/AEFhsgJFxv,[],4460,22,-0.3182,Negative
To transgender and gender-nonconforming people across America and around the world: from the moment I am sworn in a… https://t.co/b2AsiQ11g9,[],12132,20,0.0,Neutral
"At least 37 transgender and gender-nonconforming people have been killed this year, most of them Black and Brown tr… https://t.co/XLbJLRVXQx",[],35489,20,-0.6705,Negative
Tune in as my campaign adviser Bob Bauer provides a post-election legal briefing. https://t.co/exoW4NprD3,[],4323,14,0.128,Positive
"To the families and friends of those we've lost due to COVID-19 — Jill and I send our love and prayers.

We know ho… https://t.co/NSr8M00bZR",[],7956,25,0.7184,Positive
Wearing a mask isn't a political statement — it's a patriotic duty.,[],101700,12,0.0,Neutral
"This afternoon, @KamalaHarris and I met with a bipartisan group of governors from the @NatlGovsAssoc’s Executive Co… https://t.co/9ZfEz8xbPT",[],6202,18,0.0,Neutral
"Throughout the pandemic, our nation’s governors have stepped up to meet the moment. @KamalaHarris and I just met wi… https://t.co/47ctMxmUJg",[],3923,20,0.0,Neutral
It’s not enough to praise our essential workers — we have to protect and pay them.,[],63523,16,-0.1838,Negative
The workers on the frontlines of this pandemic are making extraordinary sacrifices every single day. They deserve l… https://t.co/PclSsFiTI1,[],9453,19,0.0,Neutral
The health care workers on the frontlines of this pandemic are true heroes. Tune in as we thank them for their work… https://t.co/N2Mo4TzWyO,[],5665,23,0.8957,Positive
"Today, @KamalaHarris and I met with some of our country's most experienced national security experts to discuss the… https://t.co/GoLGBys6Tw",[],8024,19,0.3947,Positive
I’m keeping in my prayers all of our friends and neighbors in Hurricane Iota’s path and those impacted by Hurricane… https://t.co/ylcS5MQca6,[],17787,21,0.4767,Positive
RT @Transition46: Our White House senior staff is composed of individuals who demonstrate the President-elect's commitment to building an a…,[],11667,20,0.3818,Positive
Americans want us to cooperate. They want us to deliver results. That’s the choice Kamala and I will make. That's w… https://t.co/xMAb25mzzf,[],10464,22,0.1531,Positive
"When we build back better, we will do so with higher wages — including a $15 minimum wage — better benefits and str… https://t.co/jjunW9Xkql",[],14705,24,0.8126,Positive
"Right now, Congress should come together and pass a COVID relief package like the HEROES Act that the House passed… https://t.co/9d5zcI94AO",[],27526,21,0.8636,Positive
Tune in as I deliver remarks on our economic recovery and how my administration plans to build back better in the l… https://t.co/7XKwau9p3L,[],4340,23,0.4404,Positive
"Once again, I congratulate the brilliant women and men who produced this breakthrough and have brought us one step… https://t.co/RSaJpHVpne",[],7270,20,0.7906,Positive
Today's news of a second vaccine is further reason to feel hopeful. What was true with the first vaccine remains tr… https://t.co/LAZd3gfCBt,[],29679,22,0.7269,Positive
Congratulations to NASA and SpaceX on today's launch. It’s a testament to the power of science and what we can acco… https://t.co/g2fVC4jp0V,[],33175,22,0.5994,Positive
"RT @Transition46: On today's anniversary of the Clean Air Act, the task of protecting the air we breathe has never been more urgent or more…",[],6074,25,0.2242,Positive
"To the millions of Hindus, Jains, Sikhs, and Buddhists celebrating the Festival of Lights, @DrBiden and I send our… https://t.co/BA02qUJpeh",[],44110,20,0.7845,Positive
"I am the president-elect, but will not be president until next year. COVID-19 does not respect dates on the calenda… https://t.co/saLghpherw",[],18767,21,-0.5157,Negative
"I am alarmed by the surge in reported COVID-19 infections, hospitalizations, and fatalities. This crisis demands a… https://t.co/sVE5YbFbA3",[],32625,18,-0.9037,Negative
"As the remnants of Tropical Storm Eta continue to impact the east coast, I encourage everyone in its path to heed t… https://t.co/5qa52mdVVa",[],11445,23,0.5106,Positive
Today marks five years since the horrific ISIS terrorist attacks in Paris — an assault not just on the people of Fr… https://t.co/JY8DVIxHah,[],16017,23,-0.9501,Negative
"I extend my deep condolences to the loved ones of the peacekeepers, including 6 American service members, who died… https://t.co/h5ZF41fR9C",[],33731,20,0.802,Positive
RT @Transition46: President-elect Biden spoke this morning with His Holiness Pope Francis. https://t.co/om635SC3M9 https://t.co/DYuiiphOE0,[],7176,14,0.0,Neutral
"Because of the Affordable Care Act:

- People with pre-existing conditions are protected
- More than 20 million Ame… https://t.co/GglK0KyJe7",[],10517,20,0.7269,Positive
"Ron Klain’s deep, varied experience and capacity to work with people all across the political spectrum is precisely… https://t.co/KOx0BvNlae",[],17213,19,0.0,Neutral
"This Veterans Day, I feel the full weight of the honor and the responsibility that has been entrusted to me by the… https://t.co/VjsNzut0R3",[],19687,23,0.6124,Positive
"Today, we honor the service of those who have worn the uniform of the Armed Forces of the United States. 

To our p… https://t.co/Ee4BgkBys3",[],32400,24,0.5859,Positive
We are going to build a health care system that puts you and your family first — and that every American can be proud of.,[],24713,25,0.743,Positive
"If you’re sick, if you’re struggling, if you’re worried about how you’re going to get through the day — we will not… https://t.co/6x65zdMuBl",[],14347,23,-0.8074,Negative
"When I’m speaking to foreign leaders, I’m telling them: America is going to be back. We’re going to be back in the game.",[],37663,23,0.0,Neutral
"Come January, we will work quickly with Congress to dramatically ramp up health care protections, get America to un… https://t.co/ILzG81aJZW",[],19983,20,0.4939,Positive
"RT @Transition46: Today, President-elect Joe Biden took part in separate congratulatory calls with the leaders of France, Germany, Ireland,…",[],9620,19,0.0,Neutral
Tune in as my campaign provides a post-election legal briefing. https://t.co/vApRDU8lTR,[],5156,11,0.128,Positive
"Beginning on January 20th, Vice President-elect Harris and I are going to do everything in our power to ease the bu… https://t.co/M2UD2batFO",[],29052,22,0.3612,Positive
"Today, the Trump Administration is in court, attempting to eliminate the Affordable Care Act. Tune in as I discuss… https://t.co/KEzY4NN6Ik",[],8094,20,0.4939,Positive
.@KamalaHarris and I aren’t wasting any time. We’re ready to get COVID-19 under control so that we can reopen our b… https://t.co/tcozBzzzpY,[],18416,22,-0.0516,Negative
"Let's get to work, @KamalaHarris. https://t.co/uYe2EsmaFa",[],24508,6,0.0,Neutral
"I won't be president until January 20th, but my message today to everyone is this: wear a mask.",[],161620,18,0.0,Neutral
The bottom line: I will spare no effort to turn this pandemic around.,[],25515,13,-0.296,Negative
"The challenge before us right now is still immense and growing, and so is the need for bold action to fight this pandemic.",[],13143,23,0.25,Positive
"My COVID-19 Transition Advisory Board will advise on detailed plans built on a bedrock of science, and that keep co… https://t.co/i0e2HIrhst",[],12847,21,0.0,Neutral
"Today, I have named a COVID-19 Transition Advisory Board, comprised of distinguished public health experts, to help… https://t.co/q6091TQvee",[],25514,18,0.0,Neutral
I spent the morning with the co-chairs of my COVID-19 Council discussing the status of this pandemic and how we mov… https://t.co/Ced1WsCl6B,[],12127,22,0.0,Neutral
RT @Transition46: Statement by President-elect Biden on Pfizer's vaccine progress: https://t.co/eOiLZnqO8N,[],16903,11,0.4215,Positive
"RT @Transition46: We stand together as one America. We will rise stronger than we were before.

https://t.co/97NKAZksSL https://t.co/PRvzyg…",[],22053,18,0.3818,Positive
From the bottom of my heart: thank you. https://t.co/s76oHFkr66,[],76231,9,0.7717,Positive
"A nation united.

A nation strengthened.

A nation healed.

The United States of America.",[],70073,14,0.8126,Positive
"With full hearts and steady hands, with faith in America and in each other, with a love of country — and a thirst f… https://t.co/zFDJEZRXJX",[],41576,25,0.9062,Positive
"Tonight, the whole world is watching America. I believe at our best America is a beacon for the globe.

And we lead… https://t.co/kvF4mS7KRz",[],23439,23,0.6369,Positive
Especially for those moments when this campaign was at its lowest — the African American community stood up again f… https://t.co/1XDpWyPzHB,[],36158,21,-0.3818,Negative
"I believe that this is part of the mandate from the American people. They want us to cooperate.

That’s the choice… https://t.co/5qMwrZdbY2",[],8189,22,0.0772,Positive
"Now that the campaign is over—what is the people’s will? What is our mandate?

I believe it is this: Americans have… https://t.co/iaCfmriHTn",[],16858,22,0.0,Neutral
"We cannot repair the economy, restore our vitality, or relish life’s most precious moments — hugging a grandchild,… https://t.co/ekI1l6BXBe",[],20497,19,0.8832,Positive
"The Bible tells us that to everything there is a season — a time to build, a time to reap, a time to sow. And a tim… https://t.co/hV2eGq4h5y",[],37641,28,0.0,Neutral
"It’s time to put away the harsh rhetoric.

To lower the temperature.

To see each other again.

To listen to each other again.",[],18376,23,-0.6249,Negative
"To all those who volunteered, worked the polls in the middle of this pandemic, local election officials — you deser… https://t.co/dpY4cIt3B2",[],12395,21,0.0,Neutral
"For America’s educators, this is a great day: You’re going to have one of your own in the White House, and Jill is… https://t.co/GynOd5FJe6",[],62629,24,0.6249,Positive
"I pledge to be a President who seeks not to divide, but to unify.

Who doesn’t see Red and Blue states, but a Unite… https://t.co/qqaJgAM5Xk",[],27386,25,0.0,Neutral
"Folks, the people of this nation have spoken.

They have delivered us a clear victory. A convincing victory.

A victory for “We the People.”",[],17224,24,0.6486,Positive
A new day in America has come. Tune in as Vice President-Elect @KamalaHarris and I address the nation. https://t.co/d38F58DHu8,[],16882,19,0.0,Neutral
"RT @KamalaHarris: We did it, @JoeBiden. https://t.co/oCgeylsjB4",[],586897,7,0.0,Neutral
"America, I’m honored that you have chosen me to lead our great country.

The work ahead of us will be hard, but I p… https://t.co/iUORklENs0",[],627184,25,0.5789,Positive
"We may be opponents — but we are not enemies. 

We are Americans.",[],74779,13,0.5334,Positive
We have to remember the purpose of our politics isn’t totally unrelenting warfare.,[],18011,13,-0.3566,Negative
"I know tensions can be high after a tough election like we just had.

But we need to remain calm. Patient. And let… https://t.co/KTvRnLBiHz",[],18474,24,0.3818,Positive
"We are going to be the first Democrats to win Arizona in 24 years.

We are going to be the first Democrats to win G… https://t.co/AYVtcrOi0K",[],22546,26,0.8225,Positive
"What is becoming clearer each hour is that record numbers of Americans — from all races, faiths, regions — chose ch… https://t.co/fEqFbEpgkS",[],16941,22,0.4215,Positive
The numbers tell us a clear and convincing story: We're going to win this race.,[],49431,15,0.8442,Positive
Tune in as I address the nation on the current state of the race. https://t.co/w0er4issEk,[],9486,15,0.0,Neutral
Donald Trump is going to court to stop votes from being counted. We have assembled the largest election protection… https://t.co/670hCTUfwm,[],21083,20,-0.296,Negative
"Keep the faith, folks.",[],60969,4,0.4215,Positive
"No one is going to take our democracy away from us. Not now, not ever.

America has come too far, fought too many b… https://t.co/msRdmQ6QSv",[],51625,25,-0.5423,Negative
"The people will not be silenced, be bullied, or surrender.

Every vote must be counted.",[],47962,15,-0.6249,Negative
I spent the afternoon attending briefings on the ongoing COVID-19 crisis and the state of the economy. Tune in as I… https://t.co/dtX1uh07BR,[],10491,22,-0.6249,Negative
"I ask people to stay calm. 
The process is working. 
The count is being completed.",[],37462,15,0.3182,Positive
"Democracy is sometimes messy, so sometimes it requires a little patience. 

But that patience has been rewarded now… https://t.co/0opVsWn5Yh",[],20434,19,0.5499,Positive
We’re fighting to ensure every last vote is counted across the country — and we need your help to do it. Chip in to… https://t.co/VmZNdEUpWO,[],6095,25,0.4215,Positive
"Let me be clear: I campaigned as a proud Democrat, but I will govern as an American president. https://t.co/Mv5hHI2Rb3",[],27665,19,0.431,Positive
"Be patient, folks. Votes are being counted, and we feel good about where we are.",[],60092,15,0.4404,Positive
"As votes continue to be counted across the country, tune in as my campaign manager @jomalleydillon and campaign adv… https://t.co/gUpMTSz6sN",[],5188,20,0.0,Neutral
Every vote must be counted. https://t.co/kWLGRfeePK,[],20926,6,0.0,Neutral
Donald Trump does not decide the outcome of this election and nor do I. The American people decide. That’s why we’v… https://t.co/ejbKPxzNFl,[],12926,22,0.0,Neutral
"I’m confident that we will emerge victorious.

But this will not be my victory alone.

It will be a victory for the… https://t.co/rTbUkEMYjV",[],19962,23,-0.1027,Negative
"It’s clear that when the count is finished, we believe we will be the winners. https://t.co/qVk0igZlrF",[],22873,16,0.6908,Positive
"Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Admini… https://t.co/7dT22UeN7h",[],94238,19,0.4939,Positive
"Keep faith in the process and in each other. Together, we will win this.",[],52631,14,0.765,Positive
"I am confident we will emerge victorious, but this will not be my victory or our victory alone. It will be a victor… https://t.co/8YtZ4xtBlO",[],44754,24,-0.1027,Negative
"To make progress, we have to stop treating our opponents as enemies. We are not enemies.",[],54605,16,0.0072,Neutral
"Once this election is finalized and behind us, it will be time for us to do what we've always done as Americans: To… https://t.co/oohGcKvxPC",[],18414,24,0.0,Neutral
"Every vote must be counted. No one is going to take our democracy away from us, not now, not ever.",[],47458,20,-0.296,Negative
"The presidency, itself, is not a partisan institution. It's the one office in the nation that represents everyone a… https://t.co/pt3GG5tnIa",[],24652,20,0.0,Neutral
"Power can't be taken or asserted, it flows from the people, and it's their will that determines who will be the Pre… https://t.co/TTCVXGQC70",[],52452,23,0.0,Neutral
Tune in as I address the nation on the state of the race. https://t.co/00QtuYAiI7,[],9848,14,0.0,Neutral
Count every vote.,[],131953,3,0.0,Neutral
RT @TeamJoe: Here are the facts... https://t.co/UgZ5bDqLU2,[],6784,7,0.0,Neutral
"To make sure every vote is counted, we’re setting up the largest election protection effort ever assembled. Because… https://t.co/ILg4kN6OKX",[],23187,19,0.3182,Positive
We won't rest until everyone's vote is counted. Tune in as my campaign manager @jomalleydillon and campaign adviser… https://t.co/YZySeY7NaB,[],9509,19,0.0,Neutral
We feel good about where we are. We believe we are on track to win this election.,[],45421,17,0.7717,Positive
It's not my place or Donald Trump's place to declare the winner of this election. It's the voters' place.,[],71521,19,0.5859,Positive
"Keep the faith, guys. We’re gonna win this.",[],189685,8,0.765,Positive
"Tune in as I speak to the nation live from Wilmington, Delaware. https://t.co/ye8knRucoz",[],6276,13,0.0,Neutral
"RT @TeamJoe: CONDADO DE CLARK, NV 🚨 En algunos lugares, el horario de votación se ha extendido UNA hora hasta las 8 PM. Si estás en la fila…",[],1392,28,0.34,Positive
"RT @TeamJoe: 🚨 CLARK COUNTY, NV 🚨 Polling hours have been extended in some locations by ONE hour to 8PM. If you’re in line by 8PM you can s…",[],3595,29,0.0,Neutral
"RT @TeamJoe: 🚨 EL CONDADO DE MARICOPA 🚨 ¿Estás en fila para votar?, quédate ahí. Si llegaste a la fila antes de las 7PM, ¡tienes garantizad…",[],1073,26,0.0,Neutral
"RT @TeamJoe: 🚨 MARICOPA COUNTY 🚨 waiting in line to vote? Stay put — if you’re in line before 7 PM, you are guaranteed your right to vote!…",[],7710,28,0.0,Neutral
"RT @TeamJoe: New Hampshire, if you are waiting at the polls — stay in line! If you’re in line, you are guaranteed your right to vote. RT to…",[],8721,28,0.0,Neutral
"Stay in line, folks.",[],74769,4,0.0,Neutral
"As polls begin to close in certain parts of the country, remember to stay in line. 

If you’re in line at your poll… https://t.co/4Q1kkEjOUD",[],17816,24,0.2732,Positive
"Folks, time is running out to make your voice heard in this election. If you haven’t voted yet, go to… https://t.co/10W1uvetZ2",[],4064,21,0.0,Neutral
"This is our moment to prove that:

Love is more powerful than hate.
Hope is more powerful than fear.
Light is more… https://t.co/06Lg64VYUp",[],25883,23,0.7058,Positive
"Let's win this thing, Pennsylvania! https://t.co/jmCXbuL5V3",[],15804,6,0.6239,Positive
"Who we are. What we stand for. Who we are going to be.

It's all at stake — and you have the power to determine the… https://t.co/qbAePGL0Hi",[],6754,27,0.0,Neutral
"Today is your absolute last chance to vote in this election. If you haven’t voted early, I need you to vote today a… https://t.co/HVssWSWbfU",[],4222,24,0.25,Positive
"RT @KamalaHarris: ☎️ 1 (833) 336-8683 ☎️ 

If you have any questions or concerns about voting, call our hotline. Our team of volunteers are…",[],8747,24,0.0,Neutral
"RT @BarackObama: This Election Day, everything is on the line. Our jobs. Our health care. Whether or not we get this pandemic under control…",[],24826,24,0.4939,Positive
"RT @realGpad: Despite what we’re still going through after 9 months, Trump continues to diminish the pain felt by so many who have lost lov…",[],2359,25,-0.6808,Negative
"This is our moment to choose:

Hope over fear.
Unity over division.
Science over fiction.
Truth over lies.

Vote: https://t.co/eoxT07d7QB",[],17290,20,-0.2023,Negative
"Votar es tu derecho. Si tienes alguna pregunta, llama a la línea directa de asistencia al votante al 1-866-296-8686. https://t.co/D5hnXcgEtq",[],1991,20,0.0,Neutral
"Every moment of the last four years comes down to today.

Don’t miss your chance to make your voice heard.

Head to… https://t.co/2FU1SB1hn6",[],3280,23,0.1027,Positive
"Let’s make history, @KamalaHarris. https://t.co/JKF6spZZd0",[],32901,5,0.0,Neutral
"Where is your polling location?
When do polls close?
What do you need to bring to the polls?
Where can you drop off… https://t.co/R2jMwcWTNw",[],2506,24,-0.3899,Negative
RT @KamalaHarris: The 2016 election was lost by small margins in a few key battleground states. We need your help to remind voters what’s a…,[],2717,25,-0.3182,Negative
"Before he passed, John Lewis left us with marching orders.

Today, we must carry them out: https://t.co/eoxT07d7QB https://t.co/QmUjLz9TBl",[],10600,18,0.0,Neutral
"We are in a battle for the soul of the nation.

And you have the ultimate power to determine the outcome: your vote… https://t.co/hQrKAx3g73",[],3430,24,-0.3818,Negative
"RT @TeamJoe: FLINT, MI! Today is the last day to vote. Confirm your polling location by going to https://t.co/XL8fO5SXJr, and head to the p…",[],1352,24,0.0,Neutral
Many states have same-day voter registration. Head to https://t.co/eoxT07uII9 to see if your state allows you to re… https://t.co/5fU3zxlJp8,[],3656,19,0.0,Neutral
"Folks, it’s go time.

It’s time to restore the soul of this nation.

It’s time to stand up and take our democracy b… https://t.co/RJ6h5JgetI",[],7523,24,0.296,Positive
"Today, the American people will choose the next president. Tune in as my campaign manager @jomalleydillon and campa… https://t.co/cuOLGAIWHE",[],2221,19,0.0,Neutral
"Voting is your right. If you have questions, reach out to the Voter Assistance Hotline at 1-833-336-8683. https://t.co/CkLIJGOKt6",[],8381,18,0.0258,Neutral
