Tweets,Hashtags,Retweets,word_count,Compound Score,Sentiment
RT @swervinerv82: @catturd2 @gatewaypundit If Leland Vittert was anything but a CNN-esque hack...he’d at least be curious enough to ask que…,[],5659,21,0.4497,Positive
RT @gnmy1938: @catturd2 @gatewaypundit Have changed to Newsmax and OAN . They are so much better,[],5386,16,0.4902,Positive
Most fraudulent Election in history! https://t.co/X2pRkTqWIS,[],32116,6,-0.5838,Negative
This is crazy! https://t.co/Dwvb57mgMz,[],25156,4,-0.4003,Negative
No way! https://t.co/Dwvb57mgMz,[],24568,3,-0.3595,Negative
"RT @TimMurtaugh: In 2012, the @nytimes was very concerned about fraud in mail-in voting.

 https://t.co/A3KR9URO9J",[],11196,15,-0.6204,Negative
"The Washington Post forgot to read the complaint. Fake News. Poll Watchers, and the way they were treated, are a ve… https://t.co/t723he8Y28",[],18786,22,-0.6486,Negative
I WON THE ELECTION!,[],111425,4,0.6114,Positive
"RT @kylenabecker: DOMINION.🗳️

""We began to look and realized how easy it is to change votes.""

Election security expert @RussRamsland has…",[],43432,21,0.6486,Positive
"....owned Dominion Voting Systems, turned down by Texas and many others because it was not good or secure, those re… https://t.co/I2EB0QHw6J",[],34764,21,-0.5334,Negative
....perhaps like never before! From large numbers of Poll Watchers that were thrown out of vote counting rooms in m… https://t.co/WrjIvtwjUw,[],31770,21,0.4199,Positive
"Why does the Fake News Media continuously assume that Joe Biden will ascend to the Presidency, not even allowing ou… https://t.co/eh7MMyODkA",[],75151,21,-0.4767,Negative
"A great launch! @NASA was a closed up disaster when we took over. Now it is again the “hottest”, most advanced, spa… https://t.co/4lcXxC9J3r",[],30970,23,0.3788,Positive
"Many of the court cases being filed all over the Country are not ours, but rather those of people that have seen ho… https://t.co/0ST6CWjabX",[],73001,24,0.0,Neutral
Spirit like never before! https://t.co/2B7OCW6Rxc,[],38395,5,0.5411,Positive
Amazing! https://t.co/RMOa4jKZwA,[],39665,2,0.6239,Positive
"RT @MrAndyNgo: There was a lot of violence today against attendees of the #MillionMAGAMarch. Now, a large crowd sings the American national…",['MillionMAGAMarch'],25164,22,-0.6249,Negative
RT @DanScavino: https://t.co/akTxwqHAoi,[],18123,3,0.0,Neutral
We won’t let a RIGGED ELECTION steal our Country! https://t.co/r0H4ZcDkHv,[],62438,10,-0.7734,Negative
"WATCH: D.C. Cops Direct Trump-Supporters into Gauntlet of Protesters, Do Nothing When They Are Assaulted… https://t.co/rwWP0blDes",[],31588,16,-0.2263,Negative
Great job Emily! https://t.co/kQbKViF7Il,[],17184,4,0.6588,Positive
"John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull a… https://t.co/iXZp3Sy2sM",[],61118,23,-0.8271,Negative
https://t.co/8N0vB3nJPi,[],12328,1,0.0,Neutral
https://t.co/fKDXKEmNr1,[],12976,1,0.0,Neutral
https://t.co/ZruNgRgFqF,[],25886,1,0.0,Neutral
Rudy will be interviewed by @MariaBartiromo at 10:00 A.M. NOW! https://t.co/ExPIgqtIAV,[],22416,11,0.0,Neutral
Progress! https://t.co/K0NrpChXuI,[],33472,2,0.4753,Positive
He only won in the eyes of the FAKE NEWS MEDIA. I concede NOTHING! We have a long way to go. This was a RIGGED ELECTION!,[],109207,26,-0.6059,Negative
RIGGED ELECTION. WE WILL WIN!,[],92975,5,0.3802,Positive
RT @TheLeoTerrell: Operation Warp Speed will become @realDonaldTrump greatest achievement. Sorry #Democrats and sleepy @JoeBiden.  #TrumpFo…,['Democrats'],13525,16,0.5994,Positive
RT @GreggJarrett: ‘TRUTH VERSUS LIES’: Prominent attorney Lin Woods tells America why he joined Trump’s election team https://t.co/TVcw002Q…,[],16144,18,0.3182,Positive
RT @GreggJarrett: ‘BREATHTAKING ABUSE’: Republican Attorneys General file amicus brief urging SCOTUS to rule on Pennsylvania mail-in ballot…,[],14317,18,0.0,Neutral
"RT @GreggJarrett: In Russia hoax probe, fired FBI Deputy Director McCabe gives ludicrous defense of misconduct https://t.co/pV6GdxCrNE",[],8535,17,-0.7717,Negative
RT @GreggJarrett: JARRETT: ‘Eyewitnesses and sworn affidavits are evidence in a court of law’ https://t.co/6q11COpN0o,[],11013,15,0.0,Neutral
"RT @GreggJarrett: PA Postal Worker Battling WaPo, Democrats On Coming Forward As USPS Whistleblower https://t.co/D6jcuDZ05Q",[],8634,15,-0.2732,Negative
RT @GreggJarrett: Justice Alito: Pandemic ‘Resulted In Previously Unimaginable Restrictions On Individual Liberty’ https://t.co/FOph1XLg9g,[],9234,14,0.5267,Positive
RT @GregGutfeldShow: WATCH: Greg's latest monologue. #Gutfeld https://t.co/FSwXZmzXzX,['Gutfeld'],13768,8,0.0,Neutral
Watch @RudyGiuliani interview on @MariaBartiromo this morning at 10:00. Doing a great job exposing the Rigged Election Hoax!,[],36261,18,-0.2244,Negative
"RT @WattersWorld: What is the future for mail-in ballots?  Former Speaker of The House @newtgingrich and @jessewatters discuss, tonight. #F…",[],6574,20,0.0,Neutral
RT @WattersWorld: A fraud investigation in Watters' World. @TomFitton and @AndrewCMcCarthy to break down the legal challenges as Team Trump…,[],7094,20,-0.4588,Negative
RT @WattersWorld: President Trump is not going away anytime soon as he is said to be the head of the GOP for decades to come. Congressman @…,[],6941,27,0.0,Neutral
"RT @WattersWorld: Was Joe Biden installed? Many people asking that question after big tech, big media, and big money are trying to drag him…",[],8323,24,-0.2263,Negative
All of the mechanical “glitches” that took place on Election Night were really THEM getting caught trying to steal… https://t.co/ARt6D0Aygu,[],53084,20,0.0,Neutral
"He won because the Election was Rigged. NO VOTE WATCHERS OR OBSERVERS allowed, vote tabulated by a Radical Left pri… https://t.co/jWJzfO7zcn",[],36486,21,-0.186,Negative
"RT @JudgeJeanine: “You should want every legal vote to count…Let every legal challenge be heard,” @GOPLeader says. https://t.co/ond3Dydb7j",[],9932,18,0.3818,Positive
"RT @JudgeJeanine: .@Jim_Jordan says, “The Democrats spent four years investigating the Russia hoax, but they don’t want to take four weeks…",[],14655,21,-0.0258,Neutral
RT @JudgeJeanine: The election results in several battleground states continue to be under intense focus as allegations of voter fraud are…,[],11981,21,-0.7351,Negative
RT @JudgeJeanine: .@RepDougCollins joins me to discuss how he has been leading the Trump campaign recount team in Georgia and how the runof…,[],6934,23,0.0,Neutral
RT @JudgeJeanine: .@CLewandowski_ Lewandowski is on to talk about President Trump’s legal fight over alleged fraud and the counting process…,[],7359,20,-0.7096,Negative
"Doing a great job in Georgia. Their recount is a scam, means nothing. Must see fraudulent signatures which is prohi… https://t.co/bN7mI72iKF",[],23725,21,0.4639,Positive
This is why @FoxNews daytime and weekend daytime have lost their ratings. They are abysmal having @alfredenewman1 (… https://t.co/PfVuHMiuY1,[],22378,19,-0.3182,Negative
RT @DonaldJTrumpJr: The only people worse are the media who have essentially been encouraging this kind of behavior by calling anyone right…,[],22918,22,0.0772,Positive
"Tax filings reveal Biden cancer charity spent millions on salaries, zero on research https://t.co/2DhE1Ddt6y via @nypost",[],47903,16,-0.3818,Negative
"Thank you Mark, but the Fake News Media will never say it! https://t.co/e2V05JPmlx",[],27853,13,-0.5707,Negative
RT @DanScavino: https://t.co/uqTZnrC7vO,[],38120,3,0.0,Neutral
"The Fake News Media hardly even discussed the tens of thousands of people that came to D.C. Formed organically, and… https://t.co/o8FK9xzCVD",[],27833,21,-0.4767,Negative
Thank you Mollie. The Free and Fair Press is gone in our country. They only write about what they want to write abo… https://t.co/em5pigfMfW,[],26652,24,0.8126,Positive
The Silent Media is the Enemy of the People!!! https://t.co/I2LnE3dpI9,[],34519,10,-0.6571,Negative
RT @mtracey: Key difference between Dem and GOP claims of election fraud: Dem claims get amplified eagerly by every organ of mainstream est…,[],14861,23,-0.296,Negative
Human Radical Left garbage did this. Being arrested now! https://t.co/fXSsXXp5yc,[],33007,10,-0.5255,Negative
RT @IngrahamAngle: This is NEWS.,[],26465,5,0.0,Neutral
"Radical Left ANTIFA SCUM was easily rebuffed today by the big D.C. MAGA Rally crowd, only to return at night, after… https://t.co/OKxGddcbku",[],58347,22,0.34,Positive
"ANTIFA SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people a… https://t.co/U7B1s6lvHT",[],74809,22,-0.4588,Negative
I look forward to Mayor Giuliani spearheading the legal effort to defend OUR RIGHT to FREE and FAIR ELECTIONS! Rudy… https://t.co/4DhUVlMELh,[],67671,21,0.8342,Positive
There is tremendous evidence of wide spread voter fraud in that there is irrefutable proof that our Republican poll… https://t.co/y8T2ggBlnm,[],71425,20,-0.5859,Negative
RT @realDonaldTrump: https://t.co/RV5obxT9aG,[],46197,3,0.0,Neutral
https://t.co/aqAf0KkoYn,[],78782,1,0.0,Neutral
.@FoxNews and the Fake News Networks aren’t showing these massive gatherings. Instead they have their reporters sta… https://t.co/Uu406xNzCf,[],74227,18,-0.4767,Negative
"RT @DanScavino: 11/14/2020 - Washington, D.C.
#MarchForTrump #MAGA🇺🇸🦅 
https://t.co/07KbzbjZvf","['MarchForTrump', 'MAGA']",37498,9,0.0,Neutral
https://t.co/RV5obxT9aG,[],46197,1,0.0,Neutral
Thank you Dan! https://t.co/Y5Dc7In245,[],20858,4,0.4199,Positive
RT @realDonaldTrump: Hundreds of thousands of people showing their support in D.C. They will not stand for a Rigged and Corrupt Election!,[],58280,22,0.126,Positive
https://t.co/wkyEVYvbnk,[],22030,1,0.0,Neutral
They wouldn’t let our Poll Watchers and Observers into the Counting Rooms. We win on that alone!,[],61839,17,0.4753,Positive
https://t.co/ywiw6sPicI,[],19121,1,0.0,Neutral
RT @realDonaldTrump: https://t.co/f97adSPs5K,[],43864,3,0.0,Neutral
The hand recount taking place in Georgia is a waste of time. They are not showing the matching signatures. Call off… https://t.co/0FZ9lLyxXO,[],69755,22,0.1027,Positive
Hundreds of thousands of people showing their support in D.C. They will not stand for a Rigged and Corrupt Election! https://t.co/tr35WKTKM8,[],58280,21,0.126,Positive
We will WIN! https://t.co/MwfvhQJ5wy,[],64889,4,0.7027,Positive
"People are not going to stand for having this Election stolen from them by a privately owned Radical Left company,… https://t.co/KTw9ZIpuQ3",[],66111,21,-0.4939,Negative
https://t.co/xQqv2oHpwf,[],30132,1,0.0,Neutral
....We cannot waste time and can only give to those states that will use the Vaccine immediately. Therefore the New… https://t.co/UnecDJHV1A,[],24174,21,0.3252,Positive
"I LOVE NEW YORK! As everyone knows, the Trump Administration has produced a great and safe VACCINE far ahead of sch… https://t.co/6ph5Og0Rcl",[],41906,22,0.922,Positive
https://t.co/w9YruJ4AYc,[],29482,1,0.0,Neutral
Congress must now do a Covid Relief Bill. Needs Democrats support. Make it big and focused. Get it done!,[],47720,19,0.8268,Positive
"....What are they trying to hide. They know, and so does everyone else. EXPOSE THE CRIME!",[],41424,16,-0.8205,Negative
"The Consent Decree signed by the Georgia Secretary of State, with the approval of Governor @BrianKempGA, at the urg… https://t.co/0KyoWq3b44",[],63682,20,0.6124,Positive
"RT @Jim_Jordan: Democrats oppose:

-Voter ID laws
-Auditing the vote 
-The Electoral College

Under their watch, election integrity will be…",[],34139,20,0.3818,Positive
Republican Burgess Owens Defeats Democrat Rep. Ben McAdams in Utah https://t.co/H9NlPQj5yb via @BreitbartNews Great… https://t.co/NjPDRTDtXi,[],33614,15,-0.3182,Negative
"RT @ScottAdamsSays: The most corrupt institutions and individuals in America have declared that the election was free of fraud, and that's…",[],19377,21,-0.128,Negative
RT @julie_kelly2: One of the hardest working happy warriors out there is my friend @CortesSteve,[],13107,15,0.7845,Positive
RT @ARmastrangelo: Chris Wallace during the first debate: “Will you pledge not to declare victory until the election is independently certi…,[],22220,21,0.0,Neutral
HIGHLY RATED! https://t.co/XTW9HNWltU,[],40694,3,0.0,Neutral
Top US Pollster and Statistician Richard Baris — People's Pundit — SUSPENDED from Twitter for Reporting on Disputed… https://t.co/70RwaPflK3,[],41624,19,-0.4648,Negative
"RT @PurpleBaptist: Stunning. Biden’s choice for chief of staff, Ron Klain, agreed that American “elections are rigged” in 2014 tweet. https…",[],15884,21,0.5719,Positive
"RT @LeeSmithDC: Exactly. For more than 4 years, FBI, Dems, &amp; press have tried to disenfranchise Trump voters. The idea half the country sho…",[],14369,24,0.0,Neutral
"RT @RealSLokhova: After Donald Trump won the 2016 election, the spying on him did not stop. 
Under orders from the 7th Floor (Comey, McCabe…",[],10183,24,0.6796,Positive
"RT @danielchaitin7: Democratic senators warned of potential 'vote switching' by Dominion voting machines prior to 2020 election 

Experts i…",[],13714,19,-0.2732,Negative
RT @GOP: “Operation Warp Speed is unequaled and unrivaled anywhere in the world.”—@realDonaldTrump https://t.co/LHOGKznr0R,[],9884,14,0.128,Positive
RT @GOP: “This is 5 times faster than the fastest prior vaccine development in history.”—@realDonaldTrump,[],9581,15,0.0,Neutral
RT @DanScavino: https://t.co/6b5jD73QYU,[],33980,3,0.0,Neutral
RT @DanScavino: 🇺🇸🦅 https://t.co/MAMBWE1UbV,[],18605,4,0.0,Neutral
RT @DanScavino: https://t.co/SUshlvbkS2,[],16741,3,0.0,Neutral
RT @DanScavino: https://t.co/u9mrFw0Xwm,[],30403,3,0.0,Neutral
RT @DanScavino: https://t.co/kSLgvNZarP,[],12819,3,0.0,Neutral
RT @DanScavino: https://t.co/gKnkgTl3Ci,[],28680,3,0.0,Neutral
Wow. This is exactly what happened to us. Great courage by judge! https://t.co/p86FXdcBl2,[],39257,13,0.908,Positive
"“The worst thing you can do is bet against Donald Trump, considering what has been done against him. They flooded t… https://t.co/XljT6nwWHE",[],50146,22,-0.6249,Negative
"RT @RepDougCollins: We’re fighting to protect the integrity of our elections — not only for this election, but for all of our elections to…",[],16260,24,0.2144,Positive
RT @RepDougCollins: https://t.co/LQ15Won9dJ,[],11670,3,0.0,Neutral
"Georgia Secretary of State, a so-called Republican (RINO), won’t let the people checking the ballots see the signat… https://t.co/oPyvJ68XCN",[],62580,19,0.0,Neutral
"RT @WomenforTrump: So excited to have Congressman @LouieGohmertTX1 join us tomorrow for the #MarchForTrump in Washington, DC.

It’s not too…",['MarchForTrump'],13963,20,0.6504,Positive
"RT @realDonaldTrump: These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot! https…",[],49119,25,0.4556,Positive
"700,000 ballots were not allowed to be viewed in Philadelphia and Pittsburgh which means, based on our great Consti… https://t.co/PR3YQbC1yF",[],82088,20,0.6249,Positive
https://t.co/m2yw7gTU5q,[],22877,1,0.0,Neutral
https://t.co/62pKj4IMnu,[],26639,1,0.0,Neutral
RT @jmclghln: BREAKING EXCLUSIVE: Analysis of Election Night Data from All States Shows MILLIONS OF VOTES Either Switched from President Tr…,[],34567,21,0.3034,Positive
“VICTOR JOECKS: Clark County election officials accepted my signature — on 8 ballot envelopes” https://t.co/T6vTcb4k6k,[],35394,15,0.2732,Positive
"RT @kylenabecker: DOMINION.🚨

Back in 2016 a Princeton prof demonstrated exactly *how* to hack a Dominion machine.

""I figured out how to m…",[],23354,23,0.0,Neutral
https://t.co/f97adSPs5K,[],43864,1,0.0,Neutral
https://t.co/bo3vcckCCO,[],20944,1,0.0,Neutral
https://t.co/Vv9I7BBXDb,[],21205,1,0.0,Neutral
RT @WhiteHouse: LIVE: President @realDonaldTrump delivers an update on Operation Warp Speed https://t.co/6UQ0SZMsCQ,[],17260,13,0.0,Neutral
Will be having a press conference from the Rose Garden in 15 minutes.,[],30984,13,0.0,Neutral
Now it is learned that the horrendous Dominion Voting System was used in Arizona (and big in Nevada). No wonder the… https://t.co/lM4xN6jpJo,[],64865,22,-0.7184,Negative
"Heartwarming to see all of the tremendous support out there, especially the organic Rallies that are springing up a… https://t.co/eEg02NFGuh",[],80714,20,0.7264,Positive
For years the Dems have been preaching how unsafe and rigged our elections have been. Now they are saying what a wo… https://t.co/u1ytY6EPnT,[],68106,23,-0.3612,Negative
Alito: ‘Religious Liberty Is in Danger of Becoming a Second-Class Right‘ https://t.co/hJZJHb36PB via @BreitbartNews,[],31165,14,0.0,Neutral
Fitton: 2020 Election Update https://t.co/rLgZ6xWGDE via @BreitbartNews,[],23390,7,0.0,Neutral
"These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot!… https://t.co/w7y0zDaYdL",[],49119,23,0.4556,Positive
https://t.co/ptKv99S7qp,[],40102,1,0.0,Neutral
"Must see @seanhannity takedown of the horrible, inaccurate and anything but secure Dominion Voting System which is… https://t.co/quA4VhhPA6",[],65469,18,0.2144,Positive
RT @TheMasters: This morning Jack Nicklaus and Gary Player continued the Honorary Starter tradition that began in 1963. #themasters https:/…,['themasters'],8004,20,0.34,Positive
"“REPORT: DOMINION DELETED 2.7 MILLION TRUMP VOTES NATIONWIDE. DATA ANALYSIS FINDS 221,000 PENNSYLVANIA VOTES SWITCH… https://t.co/PgrmoBcJib",[],185670,16,0.0,Neutral
".@FoxNews daytime ratings have completely collapsed. Weekend daytime even WORSE. Very sad to watch this happen, but… https://t.co/WyQJORrjOA",[],66608,18,-0.8631,Negative
RT @Shawnaz145: @OSeanessyTweet @greggutfeld Newsmax and Oann are great alternatives,[],12228,10,0.6249,Positive
RT @beleagueredman: @OSeanessyTweet @greggutfeld Quite right. They've been a disaster since the election day. DT has not been given any cha…,[],8140,21,-0.6249,Negative
RT @nbartovic: @OSeanessyTweet @greggutfeld Hey old Fox News lovers... go to Newsmax... last least they are trying to be honest,[],8650,20,0.7717,Positive
RT @wvtruthseeker1: @OSeanessyTweet @greggutfeld Suit yourself Left Fox 4 NewsMaxxxxx,[],6096,10,0.0,Neutral
RT @CharlesRutled18: @OSeanessyTweet @greggutfeld #foxnews is dead,['foxnews'],6971,7,-0.6486,Negative
"RT @Michael_Stout: @OSeanessyTweet @greggutfeld I’ve been a loyal FOX viewer for many years, until now. Tucker, Hannity and Laura should le…",[],9502,21,0.4767,Positive
RT @jdangelo37: @OSeanessyTweet @greggutfeld His response says everything. NEWSMAX and OANN are all we got for now,[],5032,17,0.0,Neutral
RT @d_nowell: @OSeanessyTweet @greggutfeld Like it or not Fox News tried to persuade an election. Wether they did or not I don’t know but t…,[],7239,25,0.1901,Positive
RT @BoobersB: @OSeanessyTweet @greggutfeld No Doubt.  fox news ran 24/7 in our home for the past 7 yrs. It has not been on the past 7 Days…,[],6682,27,0.2755,Positive
"RT @greggutfeld: this brilliant point underlies the driving force of this election, and why so many are so suspicious.",[],13171,19,0.3091,Positive
"RT @ksorbs: What is amazing is how obvious the cheating is and the Left says.....""Who, me?""

Check out this article from Not the Bee: https…",[],13323,25,0.0516,Positive
100% Correct! https://t.co/ahL2UglMXF,[],53739,3,0.0,Neutral
RT @realDonaldTrump: WE ARE MAKING BIG PROGRESS. RESULTS START TO COME IN NEXT WEEK. MAKE AMERICA GREAT AGAIN!,[],105707,18,0.8644,Positive
RT @TrumpStudents: Glitch after glitch after glitch in the voting system and they all skew for Biden 🤔,[],15533,18,0.0,Neutral
"RT @scrowder: Watch what happens when you try to retweet this.

Leftist Big Tech is in such a panic they're now fact-checking sworn affidav…",[],44515,24,-0.5106,Negative
RT @DC_Draino: Fox News ratings dropping lower than Biden’s GPA,[],13872,10,-0.296,Negative
So beautiful! https://t.co/TXynI8Q0pG,[],30036,3,0.6689,Positive
Rigged Election! Thanks Ryan. https://t.co/1ObzekxH8e,[],35561,5,0.1759,Positive
"Thank you Scott, and stay tuned. You are terrific! https://t.co/3jhmFqlazE",[],37676,10,0.7088,Positive
"Now 73,000,000 Votes! https://t.co/VSNfdzoFkK",[],48179,4,0.0,Neutral
"“OK, I’ve seen enough. What’s going to happen to these guys (McCabe, Comey &amp; the gang of treasonous thugs)?… https://t.co/nAENixNTbO",[],69897,20,-0.5719,Negative
"From 200,000 votes to less than 10,000 votes. If we can audit the total votes cast, we will easily win Arizona also! https://t.co/3eZHjdZL98",[],44822,23,0.7574,Positive
Big Jim is the greatest! https://t.co/jEomyIEC47,[],33654,6,0.6696,Positive
It took long enough! What is taking North Carolina so long? Are they looking for more ballots to fix that one also?… https://t.co/C8nwwnrMzA,[],37143,23,0.0,Neutral
"RT @sendavidperdue: The U.S. is continuing to work at record speed to develop effective vaccines and treatments for #COVID19. This week, @H…",['COVID19'],6373,22,0.4767,Positive
RT @Perduesenate: Let's make sure the road to socialism never runs through the state of Georgia.  VOTE! #GASen #gapol https://t.co/k22yiScE…,"['GASen', 'gapol']",9575,20,0.3802,Positive
"RT @BuckForColorado: The Senate majority is still being decided. 

We need to support @KLoeffler and @Perduesenate to stop court packing an…",[],7849,21,0.128,Positive
RT @Boozman4AR: My colleague @Perduesenate is a leader and distinct voice in Washington. He needs support in his expected runoff election i…,[],6120,22,0.4019,Positive
"RT @KLoeffler: Now, more than ever, we NEED to keep the Senate in Republican hands. 

@Perduesenate and I are the last line of defense agai…",[],6782,25,0.128,Positive
"RT @Perduesenate: Not on our watch. Donate now to help me and @KLoeffler defeat Chuck Schumer. We win these two races, we save the senate.…",[],7719,25,0.7717,Positive
"RT @VoteMarsha: If Chuck Schumer takes the @GOP Senate Majority, he will change the America you and I know and love. 
We cannot allow that…",[],6819,25,0.5475,Positive
"RT @BrianKempGA: Chuck Schumer’s radical plan: “Take Georgia...change America.”

Not happening. Join me in backing @Perduesenate and @KLoef…",[],7847,18,-0.1994,Negative
"RT @KLoeffler: Democrats are already POURING money into Georgia to help prop up their radical, socialist candidates.

@Perduesenate and I c…",[],6061,21,0.4019,Positive
"RT @tedcruz: If you want to hold the GOP Senate Majority and don't want to go over the edge to the socialist abyss, Georgia is where we hav…",[],9314,28,0.0201,Neutral
"RT @KLoeffler: Court packing. Defunding police. The Green New Deal. Higher taxes, more regulations, and less freedom. 

That’s the Democrat…",[],6844,20,0.6003,Positive
"RT @Perduesenate: .@TomCottonAR is exactly right. The future of our country is on the line!

Chip in to help @Kloeffler and I make sure the…",[],6924,25,0.6476,Positive
"RT @Perduesenate: If the Democrats take control of the Senate, they want to turn America into a socialist state. The future of our country…",[],5380,24,0.0772,Positive
RT @victoriafromDTX: 👇🏼👇🏼👇🏼,[],9273,3,0.0,Neutral
"RT @PhillyGOP: Voters in Allentown, PA are receiving blank ballots!! WIDESPREAD! 

🚨🚨Have you received a blank ballot? Email us photos at e…",[],18973,22,0.0,Neutral
RT @EricTrump: 🚨🚨,[],25251,3,0.0,Neutral
It attempted to alter our election and got caught? https://t.co/J8mcH4SpxG,[],57151,10,0.0,Neutral
"RT @TeamTrump: Help stop voter suppression, irregularities and fraud!

Tell us what you are seeing.

Report a case: https://t.co/26KUDTDCnS…",[],12468,19,-0.5562,Negative
RT @NiceDeb: Fox News finally acknowledged eight days after the election that the Fox News Decision Desk incorrectly projected that Democra…,[],12885,21,0.0,Neutral
"RT @TrumpWarRoom: The liberal media says voter fraud doesn't happen. They're lying.

Someone used the identities of dead people to vote in…",[],24071,22,-0.7449,Negative
"RT @dcexaminer: In a sworn affidavit, an election worker in Clark County, Nevada, claims mail-in ballots were improperly filled out in a Bi…",[],21481,23,0.0,Neutral
https://t.co/6hNhg0yYkF,[],35518,1,0.0,Neutral
"NOW 73,000,000 LEGAL VOTES! https://t.co/VSNfdzoFkK",[],70179,5,0.3664,Positive
RT @jonvoight: We all know the truth https://t.co/Jf2UXj1Vn0,[],47367,8,0.3182,Positive
Nobody wants to report that Pennsylvania and Michigan didn’t allow our Poll Watchers and/or Vote Observers to Watch… https://t.co/0zgkkiPKpn,[],88953,19,0.2263,Positive
I am pleased to announce that I have given my full support and endorsement to Ronna McDaniel to continue heading th… https://t.co/mioIHE28zv,[],64019,22,0.7845,Positive
"Everyone is asking why the recent presidential polls were so inaccurate when it came to me. Because they are FAKE,… https://t.co/bZd76X4oqE",[],77128,21,0.0,Neutral
WE WILL WIN! https://t.co/rkd8vK6id7,[],93929,4,0.7027,Positive
RT @TuckerCarlson: There is new information about dead people voting in the General Election. We’ll investigate tonight at 8pm ET on #FoxNe…,[],37366,22,-0.6486,Negative
You are looking at BALLOTS! Is this what our Country has come to? https://t.co/cI2ZTItqUi,[],96309,14,0.0,Neutral
https://t.co/JxzM7kThko,[],32946,1,0.0,Neutral
https://t.co/5He4fYU5Jv,[],53986,1,0.0,Neutral
https://t.co/pBndm0Sd3M,[],41153,1,0.0,Neutral
https://t.co/SHY5Hz66eJ,[],33831,1,0.0,Neutral
"A guy named Al Schmidt, a Philadelphia Commissioner and so-called Republican (RINO), is being used big time by the… https://t.co/xiRJKeTKQq",[],64123,20,0.0,Neutral
"Richard Hopkins, Pennsylvania postal worker, recants ballot-tampering claim - Washington Times… https://t.co/Kfpbm4HNCT",[],33146,12,0.0,Neutral
The Fake Pollsters at @ABC/@washingtonpost produced a possibly illegal suppression Poll just before the Election sh… https://t.co/lcF0LSdJqh,[],62413,17,-0.7717,Negative
RT @realDonaldTrump: WE WILL WIN!,[],164420,5,0.7027,Positive
https://t.co/JxzM7kThko,[],55392,1,0.0,Neutral
"RT @realDonaldTrump: Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be…",[],68869,21,-0.5709,Negative
RT @realDonaldTrump: Highly Respected Ken Starr: “Pennsylvania’s three-day extension of the mail-in ballot deadline is a Constitutional Tra…,[],61155,18,0.5256,Positive
"RT @realDonaldTrump: Nate Simington, a very smart and qualified individual, is having his Senate hearing today. Republicans will hopefully…",[],35359,19,0.4576,Positive
"RT @WSJ: Joe Biden won South Texas border counties—but just barely. Latinos, mostly lifelong Democrats, moved to President Trump in record…",[],9762,21,0.5719,Positive
RT @GOP: “I’m here to stand with President @realDonaldTrump… he stood with me. He’s the reason we’re going to have a Senate Majority.” -@Li…,[],18298,24,0.0,Neutral
"RT @DanPatrick: President @realDonaldTrump’s @POTUS pursuit of voter fraud is not only essential to determine the outcome of this election,…",[],15349,20,-0.5859,Negative
RT @ArthurSchwartz: Texas Lt. Gov. Dan Patrick offers $1 million reward for evidence of voter fraud https://t.co/d139uaqwOu,[],16462,17,-0.0258,Neutral
People will not accept this Rigged Election! https://t.co/XQAOIt5ZwU,[],51004,8,-0.6543,Negative
"RT @nedryun: ""PA's dead voters are actually dwarfed in number by “ghost” voters nationwide. These are not the dearly departed, reanimated s…",[],14385,22,-0.7455,Negative
Obama spied on our campaign - and got caught! https://t.co/HyQW0v2SD4,[],39979,10,0.0,Neutral
"RT @CortesSteve: The statistical case against a Biden win. 

Part 1 of 4: Turnout... https://t.co/X0yC8F88fS",[],19885,15,0.5859,Positive
I Was In Philadelphia Watching Fraud Happen. Here’s How It Went Down https://t.co/fRMw3ilbYG They shut out our Poll… https://t.co/rKcK3b2NmV,[],32600,19,-0.5859,Negative
A brave patriot. More &amp; more people are stepping forward to expose this Rigged Election! https://t.co/DfOVDQu2Qp,[],61703,16,-0.0943,Negative
He should pay a big price for his subversion! https://t.co/1nFjPBpvfV,[],37830,10,-0.1759,Negative
Thanks Dan. Big win for us in Texas! https://t.co/MqNSOf6AWP,[],29846,9,0.7901,Positive
That’s why Mike was number one in his class at West Point! https://t.co/hldYAphqmM,[],52861,13,0.1511,Positive
Andrew McCabe was exposed for who he is today in the U.S. Senate. He was totally destroyed - an ignorant fool. The… https://t.co/DLsjihlwrw,[],61251,23,-0.8313,Negative
"“I don’t care what state you’re in, this computer voting system is wide open to fraud and intervention.” @LouDobbs… https://t.co/0fcES4nEQ1",[],79224,20,-0.1531,Negative
https://t.co/gGC3uuldxh,[],43336,1,0.0,Neutral
https://t.co/5kZAdMeoJ3,[],34813,1,0.0,Neutral
https://t.co/Ncauwdm8Sb,[],33516,1,0.0,Neutral
Ballot Corruption will be exposed tonight at 9:00pmE on @SeanHannity on @FoxNews!,[],91302,12,-0.1511,Negative
Pennsylvania Party Leadership votes are this week. I hope they pick very tough and smart fighters. We will WIN!!,[],56387,19,0.9134,Positive
"Nate Simington, a very smart and qualified individual, is having his Senate hearing today. Republicans will hopeful… https://t.co/c57bKU7mTi",[],35359,18,0.4576,Positive
